Parcel,label,exo,est,se,z,pvalue,ci.lower,ci.upper,cfi,rmsea,label_Yeo_7,label_Yeo7_short
351,mean_T1w/T2wmi,0,0.006,0.059,0.107,0.914,-0.109,0.121,1,0,7Networks_RH_Cont_PFCl_11,Cont
351,GD,0,0.006,0.059,0.101,0.92,-0.111,0.123,1,0,7Networks_RH_Cont_PFCl_11,Cont
351,λ,0,0.828,0.044,18.943,0,0.743,0.914,1,0,7Networks_RH_Cont_PFCl_11,Cont
351,σ1intra^2,0,0.338,0.042,7.984,0,0.255,0.421,1,0,7Networks_RH_Cont_PFCl_11,Cont
351,σ2intra^2,0,0.286,0.04,7.131,0,0.207,0.364,1,0,7Networks_RH_Cont_PFCl_11,Cont
351,σAinter^2,0,0.788,0.068,11.53,0,0.654,0.922,1,0,7Networks_RH_Cont_PFCl_11,Cont
351,σAmi^2,0,0.29,0.099,2.938,0.003,0.097,0.484,1,0,7Networks_RH_Cont_PFCl_11,Cont
351,σAGD^2,0,0.339,0.096,3.524,0,0.15,0.527,1,0,7Networks_RH_Cont_PFCl_11,Cont
351,σEinter^2,0,0.212,0.068,3.101,0.002,0.078,0.346,1,0,7Networks_RH_Cont_PFCl_11,Cont
351,σEmi^2,0,0.699,0.095,7.356,0,0.513,0.886,1,0,7Networks_RH_Cont_PFCl_11,Cont
351,σEGD^2,0,0.65,0.088,7.379,0,0.478,0.823,1,0,7Networks_RH_Cont_PFCl_11,Cont
351,σA_mig1,0,0.049,0.076,0.641,0.521,-0.1,0.197,1,0,7Networks_RH_Cont_PFCl_11,Cont
351,σA_gdg1,0,-0.055,0.074,-0.737,0.461,-0.2,0.091,1,0,7Networks_RH_Cont_PFCl_11,Cont
351,σA_migd,0,-0.023,0.069,-0.333,0.739,-0.159,0.113,1,0,7Networks_RH_Cont_PFCl_11,Cont
351,σE_mig1,0,-0.038,0.057,-0.665,0.506,-0.149,0.073,1,0,7Networks_RH_Cont_PFCl_11,Cont
351,σE_gdg1,0,-0.057,0.054,-1.056,0.291,-0.162,0.049,1,0,7Networks_RH_Cont_PFCl_11,Cont
351,σE_migd,0,0.115,0.066,1.759,0.079,-0.013,0.244,1,0,7Networks_RH_Cont_PFCl_11,Cont
352,mean_FCG11,0,0.001,0.058,0.018,0.986,-0.112,0.114,1,0,7Networks_RH_Cont_PFCl_12,Cont
352,mean_FCG12,0,0.001,0.058,0.018,0.986,-0.113,0.115,1,0,7Networks_RH_Cont_PFCl_12,Cont
352,mean_T1w/T2wmi,0,0.006,0.059,0.105,0.917,-0.109,0.122,1,0,7Networks_RH_Cont_PFCl_12,Cont
352,GD,0,0.007,0.059,0.124,0.901,-0.108,0.123,1,0,7Networks_RH_Cont_PFCl_12,Cont
352,λ,0,0.781,0.041,19.017,0,0.7,0.861,1,0,7Networks_RH_Cont_PFCl_12,Cont
352,σ1intra^2,0,0.371,0.048,7.647,0,0.276,0.465,1,0,7Networks_RH_Cont_PFCl_12,Cont
352,σ2intra^2,0,0.382,0.049,7.801,0,0.286,0.478,1,0,7Networks_RH_Cont_PFCl_12,Cont
352,σAinter^2,0,0.43,0.11,3.922,0,0.215,0.645,1,0,7Networks_RH_Cont_PFCl_12,Cont
352,σAmi^2,0,0.314,0.1,3.158,0.002,0.119,0.509,1,0,7Networks_RH_Cont_PFCl_12,Cont
352,σAGD^2,0,0.314,0.095,3.299,0.001,0.127,0.501,1,0,7Networks_RH_Cont_PFCl_12,Cont
352,σEinter^2,0,0.57,0.11,5.198,0,0.355,0.785,1,0,7Networks_RH_Cont_PFCl_12,Cont
352,σEmi^2,0,0.676,0.093,7.275,0,0.494,0.858,1,0,7Networks_RH_Cont_PFCl_12,Cont
352,σEGD^2,0,0.672,0.09,7.442,0,0.495,0.85,1,0,7Networks_RH_Cont_PFCl_12,Cont
352,σA_mig1,0,-0.066,0.078,-0.849,0.396,-0.22,0.087,1,0,7Networks_RH_Cont_PFCl_12,Cont
352,σA_gdg1,0,-0.036,0.078,-0.455,0.649,-0.189,0.118,1,0,7Networks_RH_Cont_PFCl_12,Cont
352,σA_migd,0,0.004,0.069,0.052,0.958,-0.131,0.138,1,0,7Networks_RH_Cont_PFCl_12,Cont
352,σE_mig1,0,0.079,0.074,1.069,0.285,-0.066,0.223,1,0,7Networks_RH_Cont_PFCl_12,Cont
352,σE_gdg1,0,0.221,0.075,2.967,0.003,0.075,0.367,1,0,7Networks_RH_Cont_PFCl_12,Cont
352,σE_migd,0,0.017,0.065,0.259,0.796,-0.11,0.144,1,0,7Networks_RH_Cont_PFCl_12,Cont
353,mean_FCG11,0,-0.002,0.057,-0.043,0.966,-0.114,0.109,1,0,7Networks_RH_Cont_PFCl_13,Cont
353,mean_FCG12,0,-0.002,0.057,-0.043,0.966,-0.114,0.109,1,0,7Networks_RH_Cont_PFCl_13,Cont
353,mean_T1w/T2wmi,0,0.011,0.06,0.183,0.855,-0.106,0.128,1,0,7Networks_RH_Cont_PFCl_13,Cont
353,GD,0,-0.007,0.059,-0.111,0.912,-0.123,0.11,1,0,7Networks_RH_Cont_PFCl_13,Cont
353,λ,0,0.812,0.04,20.352,0,0.734,0.891,1,0,7Networks_RH_Cont_PFCl_13,Cont
353,σ1intra^2,0,0.323,0.046,6.99,0,0.232,0.414,1,0,7Networks_RH_Cont_PFCl_13,Cont
353,σ2intra^2,0,0.33,0.046,7.098,0,0.239,0.421,1,0,7Networks_RH_Cont_PFCl_13,Cont
353,σAinter^2,0,0.303,0.113,2.678,0.007,0.081,0.524,1,0,7Networks_RH_Cont_PFCl_13,Cont
353,σAmi^2,0,0.359,0.102,3.519,0,0.159,0.56,1,0,7Networks_RH_Cont_PFCl_13,Cont
353,σAGD^2,0,0.342,0.097,3.528,0,0.152,0.531,1,0,7Networks_RH_Cont_PFCl_13,Cont
353,σEinter^2,0,0.697,0.113,6.165,0,0.476,0.919,1,0,7Networks_RH_Cont_PFCl_13,Cont
353,σEmi^2,0,0.631,0.091,6.958,0,0.453,0.808,1,0,7Networks_RH_Cont_PFCl_13,Cont
353,σEGD^2,0,0.645,0.089,7.28,0,0.472,0.819,1,0,7Networks_RH_Cont_PFCl_13,Cont
353,σA_mig1,0,-0.132,0.078,-1.682,0.093,-0.285,0.022,1,0,7Networks_RH_Cont_PFCl_13,Cont
353,σA_gdg1,0,-0.08,0.076,-1.043,0.297,-0.23,0.07,1,0,7Networks_RH_Cont_PFCl_13,Cont
353,σA_migd,0,-0.049,0.07,-0.7,0.484,-0.187,0.089,1,0,7Networks_RH_Cont_PFCl_13,Cont
353,σE_mig1,0,0.099,0.075,1.319,0.187,-0.048,0.247,1,0,7Networks_RH_Cont_PFCl_13,Cont
353,σE_gdg1,0,0.035,0.075,0.471,0.637,-0.112,0.182,1,0,7Networks_RH_Cont_PFCl_13,Cont
353,σE_migd,0,0.047,0.063,0.746,0.456,-0.077,0.172,1,0,7Networks_RH_Cont_PFCl_13,Cont
354,mean_FCG11,0,-0.003,0.059,-0.055,0.956,-0.119,0.113,1,0,7Networks_RH_Cont_PFCl_14,Cont
354,mean_FCG12,0,-0.003,0.058,-0.056,0.955,-0.118,0.111,1,0,7Networks_RH_Cont_PFCl_14,Cont
354,mean_T1w/T2wmi,0,0.006,0.059,0.107,0.915,-0.109,0.121,1,0,7Networks_RH_Cont_PFCl_14,Cont
354,GD,0,-0.003,0.06,-0.043,0.966,-0.12,0.115,1,0,7Networks_RH_Cont_PFCl_14,Cont
354,λ,0,0.77,0.042,18.281,0,0.687,0.853,1,0,7Networks_RH_Cont_PFCl_14,Cont
354,σ1intra^2,0,0.415,0.051,8.083,0,0.315,0.516,1,0,7Networks_RH_Cont_PFCl_14,Cont
354,σ2intra^2,0,0.379,0.05,7.627,0,0.282,0.477,1,0,7Networks_RH_Cont_PFCl_14,Cont
354,σAinter^2,0,0.528,0.107,4.936,0,0.319,0.738,1,0,7Networks_RH_Cont_PFCl_14,Cont
354,σAmi^2,0,0.299,0.098,3.05,0.002,0.107,0.492,1,0,7Networks_RH_Cont_PFCl_14,Cont
354,σAGD^2,0,0.357,0.097,3.676,0,0.167,0.548,1,0,7Networks_RH_Cont_PFCl_14,Cont
354,σEinter^2,0,0.472,0.107,4.404,0,0.262,0.681,1,0,7Networks_RH_Cont_PFCl_14,Cont
354,σEmi^2,0,0.69,0.094,7.352,0,0.506,0.874,1,0,7Networks_RH_Cont_PFCl_14,Cont
354,σEGD^2,0,0.634,0.087,7.3,0,0.464,0.804,1,0,7Networks_RH_Cont_PFCl_14,Cont
354,σA_mig1,0,-0.013,0.079,-0.159,0.874,-0.168,0.143,1,0,7Networks_RH_Cont_PFCl_14,Cont
354,σA_gdg1,0,-0.069,0.08,-0.867,0.386,-0.226,0.087,1,0,7Networks_RH_Cont_PFCl_14,Cont
354,σA_migd,0,-0.117,0.069,-1.691,0.091,-0.253,0.019,1,0,7Networks_RH_Cont_PFCl_14,Cont
354,σE_mig1,0,0.027,0.072,0.37,0.711,-0.114,0.167,1,0,7Networks_RH_Cont_PFCl_14,Cont
354,σE_gdg1,0,0.242,0.072,3.383,0.001,0.102,0.383,1,0,7Networks_RH_Cont_PFCl_14,Cont
354,σE_migd,0,0.01,0.064,0.164,0.869,-0.114,0.135,1,0,7Networks_RH_Cont_PFCl_14,Cont
355,mean_FCG11,0,0,0.06,0.008,0.994,-0.117,0.118,1,0,7Networks_RH_Cont_PFCl_15,Cont
355,mean_FCG12,0,0,0.06,0.008,0.994,-0.117,0.118,1,0,7Networks_RH_Cont_PFCl_15,Cont
355,mean_T1w/T2wmi,0,0.008,0.058,0.131,0.896,-0.106,0.122,1,0,7Networks_RH_Cont_PFCl_15,Cont
355,GD,0,-0.003,0.058,-0.046,0.964,-0.115,0.11,1,0,7Networks_RH_Cont_PFCl_15,Cont
355,λ,0,0.772,0.043,18.109,0,0.688,0.856,1,0,7Networks_RH_Cont_PFCl_15,Cont
355,σ1intra^2,0,0.392,0.049,7.935,0,0.295,0.489,1,0,7Networks_RH_Cont_PFCl_15,Cont
355,σ2intra^2,0,0.388,0.049,7.888,0,0.292,0.485,1,0,7Networks_RH_Cont_PFCl_15,Cont
355,σAinter^2,0,0.662,0.092,7.168,0,0.481,0.843,1,0,7Networks_RH_Cont_PFCl_15,Cont
355,σAmi^2,0,0.266,0.099,2.698,0.007,0.073,0.459,1,0,7Networks_RH_Cont_PFCl_15,Cont
355,σAGD^2,0,0.223,0.093,2.397,0.017,0.041,0.405,1,0,7Networks_RH_Cont_PFCl_15,Cont
355,σEinter^2,0,0.338,0.092,3.655,0,0.157,0.519,1,0,7Networks_RH_Cont_PFCl_15,Cont
355,σEmi^2,0,0.722,0.098,7.379,0,0.53,0.913,1,0,7Networks_RH_Cont_PFCl_15,Cont
355,σEGD^2,0,0.763,0.098,7.757,0,0.57,0.956,1,0,7Networks_RH_Cont_PFCl_15,Cont
355,σA_mig1,0,0.037,0.078,0.476,0.634,-0.116,0.191,1,0,7Networks_RH_Cont_PFCl_15,Cont
355,σA_gdg1,0,-0.089,0.076,-1.173,0.241,-0.237,0.06,1,0,7Networks_RH_Cont_PFCl_15,Cont
355,σA_migd,0,-0.046,0.068,-0.675,0.499,-0.18,0.088,1,0,7Networks_RH_Cont_PFCl_15,Cont
355,σE_mig1,0,-0.057,0.068,-0.834,0.404,-0.191,0.077,1,0,7Networks_RH_Cont_PFCl_15,Cont
355,σE_gdg1,0,-0.073,0.068,-1.08,0.28,-0.205,0.059,1,0,7Networks_RH_Cont_PFCl_15,Cont
355,σE_migd,0,0.103,0.07,1.475,0.14,-0.034,0.241,1,0,7Networks_RH_Cont_PFCl_15,Cont
356,mean_FCG11,0,0.002,0.059,0.04,0.968,-0.113,0.118,1,0,7Networks_RH_Cont_pCun_1,Cont
356,mean_FCG12,0,0.002,0.059,0.04,0.968,-0.113,0.117,1,0,7Networks_RH_Cont_pCun_1,Cont
356,mean_T1w/T2wmi,0,0.014,0.063,0.217,0.828,-0.11,0.138,1,0,7Networks_RH_Cont_pCun_1,Cont
356,GD,0,0.006,0.061,0.094,0.925,-0.115,0.126,1,0,7Networks_RH_Cont_pCun_1,Cont
356,λ,0,0.756,0.042,17.883,0,0.673,0.839,1,0,7Networks_RH_Cont_pCun_1,Cont
356,σ1intra^2,0,0.421,0.052,8.111,0,0.319,0.523,1,0,7Networks_RH_Cont_pCun_1,Cont
356,σ2intra^2,0,0.41,0.051,7.975,0,0.309,0.511,1,0,7Networks_RH_Cont_pCun_1,Cont
356,σAinter^2,0,0.546,0.108,5.044,0,0.334,0.758,1,0,7Networks_RH_Cont_pCun_1,Cont
356,σAmi^2,0,0.602,0.096,6.277,0,0.414,0.79,1,0,7Networks_RH_Cont_pCun_1,Cont
356,σAGD^2,0,0.476,0.095,5.03,0,0.291,0.662,1,0,7Networks_RH_Cont_pCun_1,Cont
356,σEinter^2,0,0.454,0.108,4.198,0,0.242,0.666,1,0,7Networks_RH_Cont_pCun_1,Cont
356,σEmi^2,0,0.395,0.058,6.808,0,0.281,0.509,1,0,7Networks_RH_Cont_pCun_1,Cont
356,σEGD^2,0,0.512,0.072,7.142,0,0.372,0.653,1,0,7Networks_RH_Cont_pCun_1,Cont
356,σA_mig1,0,0.029,0.079,0.362,0.717,-0.127,0.184,1,0,7Networks_RH_Cont_pCun_1,Cont
356,σA_gdg1,0,-0.001,0.078,-0.018,0.986,-0.155,0.152,1,0,7Networks_RH_Cont_pCun_1,Cont
356,σA_migd,0,0.041,0.068,0.605,0.545,-0.092,0.174,1,0,7Networks_RH_Cont_pCun_1,Cont
356,σE_mig1,0,-0.017,0.057,-0.294,0.768,-0.129,0.095,1,0,7Networks_RH_Cont_pCun_1,Cont
356,σE_gdg1,0,0.081,0.063,1.276,0.202,-0.043,0.205,1,0,7Networks_RH_Cont_pCun_1,Cont
356,σE_migd,0,0.005,0.046,0.106,0.915,-0.085,0.094,1,0,7Networks_RH_Cont_pCun_1,Cont
357,mean_FCG11,0,-0.004,0.06,-0.061,0.951,-0.121,0.114,1,0,7Networks_RH_Cont_pCun_2,Cont
357,mean_FCG12,0,-0.004,0.058,-0.062,0.95,-0.118,0.111,1,0,7Networks_RH_Cont_pCun_2,Cont
357,mean_T1w/T2wmi,0,0.013,0.062,0.214,0.831,-0.108,0.134,1,0,7Networks_RH_Cont_pCun_2,Cont
357,GD,0,0.005,0.06,0.086,0.932,-0.113,0.123,1,0,7Networks_RH_Cont_pCun_2,Cont
357,λ,0,0.757,0.043,17.731,0,0.673,0.841,1,0,7Networks_RH_Cont_pCun_2,Cont
357,σ1intra^2,0,0.445,0.05,8.894,0,0.347,0.543,1,0,7Networks_RH_Cont_pCun_2,Cont
357,σ2intra^2,0,0.39,0.047,8.247,0,0.297,0.483,1,0,7Networks_RH_Cont_pCun_2,Cont
357,σAinter^2,0,0.576,0.106,5.43,0,0.368,0.784,1,0,7Networks_RH_Cont_pCun_2,Cont
357,σAmi^2,0,0.501,0.095,5.291,0,0.316,0.687,1,0,7Networks_RH_Cont_pCun_2,Cont
357,σAGD^2,0,0.378,0.094,4.019,0,0.194,0.563,1,0,7Networks_RH_Cont_pCun_2,Cont
357,σEinter^2,0,0.424,0.106,3.992,0,0.216,0.632,1,0,7Networks_RH_Cont_pCun_2,Cont
357,σEmi^2,0,0.49,0.069,7.107,0,0.355,0.625,1,0,7Networks_RH_Cont_pCun_2,Cont
357,σEGD^2,0,0.613,0.082,7.458,0,0.452,0.774,1,0,7Networks_RH_Cont_pCun_2,Cont
357,σA_mig1,0,-0.05,0.079,-0.631,0.528,-0.204,0.105,1,0,7Networks_RH_Cont_pCun_2,Cont
357,σA_gdg1,0,0.157,0.082,1.918,0.055,-0.003,0.317,1,0,7Networks_RH_Cont_pCun_2,Cont
357,σA_migd,0,0.01,0.066,0.146,0.884,-0.12,0.14,1,0,7Networks_RH_Cont_pCun_2,Cont
357,σE_mig1,0,-0.08,0.061,-1.3,0.194,-0.199,0.04,1,0,7Networks_RH_Cont_pCun_2,Cont
357,σE_gdg1,0,0.33,0.072,4.584,0,0.189,0.471,1,0,7Networks_RH_Cont_pCun_2,Cont
357,σE_migd,0,0.012,0.053,0.226,0.821,-0.092,0.116,1,0,7Networks_RH_Cont_pCun_2,Cont
358,mean_FCG11,0,0.002,0.059,0.04,0.968,-0.112,0.117,1,0,7Networks_RH_Cont_Cing_1,Cont
358,mean_FCG12,0,0.002,0.059,0.04,0.968,-0.114,0.119,1,0,7Networks_RH_Cont_Cing_1,Cont
358,mean_T1w/T2wmi,0,0.012,0.062,0.198,0.843,-0.11,0.134,1,0,7Networks_RH_Cont_Cing_1,Cont
358,GD,0,0.011,0.061,0.176,0.86,-0.109,0.131,1,0,7Networks_RH_Cont_Cing_1,Cont
358,λ,0,0.674,0.046,14.8,0,0.585,0.763,1,0,7Networks_RH_Cont_Cing_1,Cont
358,σ1intra^2,0,0.515,0.058,8.849,0,0.401,0.629,1,0,7Networks_RH_Cont_Cing_1,Cont
358,σ2intra^2,0,0.553,0.06,9.186,0,0.435,0.671,1,0,7Networks_RH_Cont_Cing_1,Cont
358,σAinter^2,0,0.717,0.12,5.971,0,0.482,0.952,1,0,7Networks_RH_Cont_Cing_1,Cont
358,σAmi^2,0,0.571,0.087,6.581,0,0.401,0.742,1,0,7Networks_RH_Cont_Cing_1,Cont
358,σAGD^2,0,0.46,0.092,4.984,0,0.279,0.641,1,0,7Networks_RH_Cont_Cing_1,Cont
358,σEinter^2,0,0.283,0.12,2.359,0.018,0.048,0.518,1,0,7Networks_RH_Cont_Cing_1,Cont
358,σEmi^2,0,0.401,0.055,7.332,0,0.294,0.508,1,0,7Networks_RH_Cont_Cing_1,Cont
358,σEGD^2,0,0.526,0.072,7.287,0,0.385,0.668,1,0,7Networks_RH_Cont_Cing_1,Cont
358,σA_mig1,0,-0.009,0.08,-0.11,0.913,-0.166,0.149,1,0,7Networks_RH_Cont_Cing_1,Cont
358,σA_gdg1,0,0.045,0.085,0.532,0.594,-0.121,0.211,1,0,7Networks_RH_Cont_Cing_1,Cont
358,σA_migd,0,0.004,0.063,0.065,0.948,-0.119,0.127,1,0,7Networks_RH_Cont_Cing_1,Cont
358,σE_mig1,0,-0.014,0.057,-0.237,0.812,-0.126,0.099,1,0,7Networks_RH_Cont_Cing_1,Cont
358,σE_gdg1,0,-0.183,0.068,-2.704,0.007,-0.316,-0.05,1,0,7Networks_RH_Cont_Cing_1,Cont
358,σE_migd,0,-0.008,0.044,-0.171,0.864,-0.095,0.079,1,0,7Networks_RH_Cont_Cing_1,Cont
359,mean_FCG11,0,-0.001,0.057,-0.025,0.98,-0.114,0.111,1,0,7Networks_RH_Cont_Cing_2,Cont
359,mean_FCG12,0,-0.001,0.057,-0.025,0.98,-0.114,0.111,1,0,7Networks_RH_Cont_Cing_2,Cont
359,mean_T1w/T2wmi,0,0.013,0.062,0.213,0.831,-0.108,0.134,1,0,7Networks_RH_Cont_Cing_2,Cont
359,GD,0,0.003,0.059,0.045,0.964,-0.113,0.118,1,0,7Networks_RH_Cont_Cing_2,Cont
359,λ,0,0.608,0.048,12.695,0,0.514,0.702,1,0,7Networks_RH_Cont_Cing_2,Cont
359,σ1intra^2,0,0.62,0.067,9.231,0,0.488,0.751,1,0,7Networks_RH_Cont_Cing_2,Cont
359,σ2intra^2,0,0.618,0.067,9.218,0,0.486,0.749,1,0,7Networks_RH_Cont_Cing_2,Cont
359,σAinter^2,0,0.594,0.163,3.651,0,0.275,0.913,1,0,7Networks_RH_Cont_Cing_2,Cont
359,σAmi^2,0,0.497,0.095,5.216,0,0.311,0.684,1,0,7Networks_RH_Cont_Cing_2,Cont
359,σAGD^2,0,0.313,0.098,3.193,0.001,0.121,0.506,1,0,7Networks_RH_Cont_Cing_2,Cont
359,σEinter^2,0,0.406,0.163,2.492,0.013,0.087,0.725,1,0,7Networks_RH_Cont_Cing_2,Cont
359,σEmi^2,0,0.491,0.07,7.013,0,0.354,0.628,1,0,7Networks_RH_Cont_Cing_2,Cont
359,σEGD^2,0,0.675,0.092,7.299,0,0.494,0.856,1,0,7Networks_RH_Cont_Cing_2,Cont
359,σA_mig1,0,0.073,0.092,0.794,0.427,-0.108,0.254,1,0,7Networks_RH_Cont_Cing_2,Cont
359,σA_gdg1,0,0.035,0.095,0.368,0.713,-0.151,0.221,1,0,7Networks_RH_Cont_Cing_2,Cont
359,σA_migd,0,0.057,0.069,0.823,0.41,-0.079,0.192,1,0,7Networks_RH_Cont_Cing_2,Cont
359,σE_mig1,0,0.025,0.077,0.321,0.748,-0.126,0.175,1,0,7Networks_RH_Cont_Cing_2,Cont
359,σE_gdg1,0,0.061,0.089,0.685,0.493,-0.113,0.235,1,0,7Networks_RH_Cont_Cing_2,Cont
359,σE_migd,0,-0.163,0.059,-2.761,0.006,-0.279,-0.047,1,0,7Networks_RH_Cont_Cing_2,Cont
360,mean_FCG11,0,-0.001,0.057,-0.017,0.986,-0.113,0.111,1,0,7Networks_RH_Cont_PFCmp_1,Cont
360,mean_FCG12,0,-0.001,0.058,-0.017,0.986,-0.114,0.112,1,0,7Networks_RH_Cont_PFCmp_1,Cont
360,mean_T1w/T2wmi,0,0.006,0.059,0.1,0.92,-0.11,0.121,1,0,7Networks_RH_Cont_PFCmp_1,Cont
360,GD,0,0.002,0.057,0.037,0.971,-0.11,0.114,1,0,7Networks_RH_Cont_PFCmp_1,Cont
360,λ,0,0.675,0.044,15.222,0,0.588,0.762,1,0,7Networks_RH_Cont_PFCmp_1,Cont
360,σ1intra^2,0,0.522,0.061,8.567,0,0.403,0.642,1,0,7Networks_RH_Cont_PFCmp_1,Cont
360,σ2intra^2,0,0.541,0.062,8.74,0,0.42,0.663,1,0,7Networks_RH_Cont_PFCmp_1,Cont
360,σAinter^2,0,0.474,0.138,3.426,0.001,0.203,0.746,1,0,7Networks_RH_Cont_PFCmp_1,Cont
360,σAmi^2,0,0.316,0.095,3.329,0.001,0.13,0.502,1,0,7Networks_RH_Cont_PFCmp_1,Cont
360,σAGD^2,0,0.208,0.096,2.154,0.031,0.019,0.397,1,0,7Networks_RH_Cont_PFCmp_1,Cont
360,σEinter^2,0,0.526,0.138,3.798,0,0.254,0.797,1,0,7Networks_RH_Cont_PFCmp_1,Cont
360,σEmi^2,0,0.672,0.089,7.508,0,0.496,0.847,1,0,7Networks_RH_Cont_PFCmp_1,Cont
360,σEGD^2,0,0.78,0.102,7.64,0,0.58,0.981,1,0,7Networks_RH_Cont_PFCmp_1,Cont
360,σA_mig1,0,-0.042,0.086,-0.494,0.621,-0.21,0.125,1,0,7Networks_RH_Cont_PFCmp_1,Cont
360,σA_gdg1,0,-0.041,0.086,-0.472,0.637,-0.209,0.128,1,0,7Networks_RH_Cont_PFCmp_1,Cont
360,σA_migd,0,0.001,0.067,0.008,0.994,-0.132,0.133,1,0,7Networks_RH_Cont_PFCmp_1,Cont
360,σE_mig1,0,-0.037,0.081,-0.46,0.645,-0.197,0.122,1,0,7Networks_RH_Cont_PFCmp_1,Cont
360,σE_gdg1,0,0.146,0.087,1.674,0.094,-0.025,0.317,1,0,7Networks_RH_Cont_PFCmp_1,Cont
360,σE_migd,0,-0.03,0.068,-0.448,0.654,-0.163,0.102,1,0,7Networks_RH_Cont_PFCmp_1,Cont
361,mean_FCG11,0,0.004,0.059,0.07,0.944,-0.111,0.12,1,0,7Networks_RH_Cont_PFCmp_2,Cont
361,mean_FCG12,0,0.004,0.06,0.069,0.945,-0.113,0.121,1,0,7Networks_RH_Cont_PFCmp_2,Cont
361,mean_T1w/T2wmi,0,0.005,0.059,0.086,0.932,-0.11,0.12,1,0,7Networks_RH_Cont_PFCmp_2,Cont
361,GD,0,-0.001,0.057,-0.023,0.982,-0.113,0.111,1,0,7Networks_RH_Cont_PFCmp_2,Cont
361,λ,0,0.74,0.043,17.072,0,0.655,0.825,1,0,7Networks_RH_Cont_PFCmp_2,Cont
361,σ1intra^2,0,0.43,0.053,8.07,0,0.326,0.535,1,0,7Networks_RH_Cont_PFCmp_2,Cont
361,σ2intra^2,0,0.457,0.055,8.368,0,0.35,0.563,1,0,7Networks_RH_Cont_PFCmp_2,Cont
361,σAinter^2,0,0.618,0.112,5.517,0,0.399,0.838,1,0,7Networks_RH_Cont_PFCmp_2,Cont
361,σAmi^2,0,0.305,0.097,3.151,0.002,0.115,0.494,1,0,7Networks_RH_Cont_PFCmp_2,Cont
361,σAGD^2,0,0.202,0.1,2.022,0.043,0.006,0.397,1,0,7Networks_RH_Cont_PFCmp_2,Cont
361,σEinter^2,0,0.382,0.112,3.407,0.001,0.162,0.601,1,0,7Networks_RH_Cont_PFCmp_2,Cont
361,σEmi^2,0,0.684,0.092,7.445,0,0.504,0.864,1,0,7Networks_RH_Cont_PFCmp_2,Cont
361,σEGD^2,0,0.788,0.106,7.453,0,0.58,0.995,1,0,7Networks_RH_Cont_PFCmp_2,Cont
361,σA_mig1,0,0.016,0.083,0.186,0.852,-0.148,0.179,1,0,7Networks_RH_Cont_PFCmp_2,Cont
361,σA_gdg1,0,-0.068,0.085,-0.799,0.424,-0.233,0.098,1,0,7Networks_RH_Cont_PFCmp_2,Cont
361,σA_migd,0,-0.11,0.069,-1.589,0.112,-0.246,0.026,1,0,7Networks_RH_Cont_PFCmp_2,Cont
361,σE_mig1,0,0.028,0.073,0.388,0.698,-0.115,0.171,1,0,7Networks_RH_Cont_PFCmp_2,Cont
361,σE_gdg1,0,0.186,0.079,2.336,0.019,0.03,0.341,1,0,7Networks_RH_Cont_PFCmp_2,Cont
361,σE_migd,0,0.081,0.07,1.167,0.243,-0.055,0.218,1,0,7Networks_RH_Cont_PFCmp_2,Cont
362,mean_FCG11,0,-0.006,0.06,-0.094,0.925,-0.124,0.112,1,0,7Networks_RH_Default_Par_1,Default
362,mean_FCG12,0,-0.006,0.06,-0.095,0.925,-0.122,0.111,1,0,7Networks_RH_Default_Par_1,Default
362,mean_T1w/T2wmi,0,0.009,0.06,0.146,0.884,-0.11,0.127,1,0,7Networks_RH_Default_Par_1,Default
362,GD,0,-0.002,0.06,-0.029,0.977,-0.119,0.116,1,0,7Networks_RH_Default_Par_1,Default
362,λ,0,0.795,0.042,18.812,0,0.713,0.878,1,0,7Networks_RH_Default_Par_1,Default
362,σ1intra^2,0,0.373,0.044,8.398,0,0.286,0.46,1,0,7Networks_RH_Default_Par_1,Default
362,σ2intra^2,0,0.345,0.043,8.015,0,0.261,0.43,1,0,7Networks_RH_Default_Par_1,Default
362,σAinter^2,0,0.599,0.098,6.085,0,0.406,0.792,1,0,7Networks_RH_Default_Par_1,Default
362,σAmi^2,0,0.408,0.101,4.042,0,0.21,0.605,1,0,7Networks_RH_Default_Par_1,Default
362,σAGD^2,0,0.379,0.097,3.902,0,0.189,0.57,1,0,7Networks_RH_Default_Par_1,Default
362,σEinter^2,0,0.401,0.098,4.078,0,0.208,0.594,1,0,7Networks_RH_Default_Par_1,Default
362,σEmi^2,0,0.587,0.084,7.001,0,0.422,0.751,1,0,7Networks_RH_Default_Par_1,Default
362,σEGD^2,0,0.613,0.085,7.242,0,0.447,0.778,1,0,7Networks_RH_Default_Par_1,Default
362,σA_mig1,0,-0.038,0.08,-0.47,0.638,-0.195,0.119,1,0,7Networks_RH_Default_Par_1,Default
362,σA_gdg1,0,0.26,0.083,3.133,0.002,0.097,0.423,1,0,7Networks_RH_Default_Par_1,Default
362,σA_migd,0,0.044,0.07,0.632,0.527,-0.093,0.182,1,0,7Networks_RH_Default_Par_1,Default
362,σE_mig1,0,-0.086,0.064,-1.337,0.181,-0.213,0.04,1,0,7Networks_RH_Default_Par_1,Default
362,σE_gdg1,0,0.311,0.071,4.367,0,0.171,0.45,1,0,7Networks_RH_Default_Par_1,Default
