Parcel,label,exo,est,se,z,pvalue,ci.lower,ci.upper,cfi,rmsea,label_Yeo_7,label_Yeo7_short,p_adjust
215,rA_P13,0,0.699,0.084,8.346,0,0.535,0.863,1,0,7Networks_RH_Vis_15,Vis,0
216,rA_P13,0,-0.323,0.125,-2.576,0.01,-0.568,-0.077,1,0,7Networks_RH_Vis_16,Vis,1
217,rA_P13,0,0.475,0.128,3.701,0,0.223,0.726,1,0,7Networks_RH_Vis_17,Vis,0.086
218,rA_P13,0,0.425,0.124,3.42,0.001,0.182,0.669,0.944,0.047,7Networks_RH_Vis_18,Vis,0.251
219,rA_P13,0,-0.099,0.204,-0.484,0.629,-0.498,0.301,1,0,7Networks_RH_Vis_19,Vis,1
220,rA_P13,0,-0.056,0.159,-0.349,0.727,-0.368,0.257,0.963,0.036,7Networks_RH_Vis_20,Vis,1
221,rA_P13,0,0.603,0.164,3.675,0,0.281,0.924,1,0,7Networks_RH_Vis_21,Vis,0.095
222,rA_P13,0,0.332,0.199,1.667,0.096,-0.058,0.722,0.993,0.015,7Networks_RH_Vis_22,Vis,1
223,rA_P13,0,0.392,0.199,1.968,0.049,0.002,0.782,0.995,0.012,7Networks_RH_Vis_23,Vis,1
224,rA_P13,0,-0.008,0.182,-0.044,0.965,-0.366,0.35,1,0,7Networks_RH_Vis_24,Vis,1
225,rA_P13,0,-0.008,0.198,-0.039,0.969,-0.395,0.38,1,0,7Networks_RH_Vis_25,Vis,1
226,rA_P13,0,0.223,0.182,1.226,0.22,-0.134,0.581,0.952,0.037,7Networks_RH_Vis_26,Vis,1
227,rA_P13,0,0.123,0.176,0.699,0.485,-0.221,0.467,1,0,7Networks_RH_Vis_27,Vis,1
228,rA_P13,0,-0.02,0.172,-0.118,0.906,-0.358,0.317,1,0,7Networks_RH_Vis_28,Vis,1
229,rA_P13,0,0.107,0.174,0.611,0.541,-0.235,0.448,1,0,7Networks_RH_Vis_29,Vis,1
230,rA_P13,0,0.239,0.167,1.428,0.153,-0.089,0.566,1,0,7Networks_RH_Vis_30,Vis,1
231,rA_P13,0,-0.738,0.122,-6.035,0,-0.978,-0.498,1,0,7Networks_RH_SomMot_1,SomMot,0
232,rA_P13,0,-0.737,0.114,-6.49,0,-0.96,-0.515,1,0,7Networks_RH_SomMot_2,SomMot,0
233,rA_P13,0,-0.697,0.167,-4.187,0,-1.024,-0.371,1,0,7Networks_RH_SomMot_3,SomMot,0.011
234,rA_P13,0,-0.111,0.259,-0.43,0.667,-0.618,0.396,1,0,7Networks_RH_SomMot_4,SomMot,1
235,rA_P13,0,-0.479,0.225,-2.126,0.034,-0.921,-0.037,1,0,7Networks_RH_SomMot_5,SomMot,1
236,rA_P13,0,-0.697,0.237,-2.946,0.003,-1.161,-0.234,1,0,7Networks_RH_SomMot_6,SomMot,1
237,rA_P13,0,-0.56,0.161,-3.483,0,-0.875,-0.245,1,0,7Networks_RH_SomMot_7,SomMot,0.198
238,rA_P13,0,-0.687,0.117,-5.848,0,-0.917,-0.457,1,0,7Networks_RH_SomMot_8,SomMot,0
239,rA_P13,0,-0.508,0.268,-1.898,0.058,-1.034,0.017,0.969,0.03,7Networks_RH_SomMot_9,SomMot,1
240,rA_P13,0,-0.496,0.242,-2.046,0.041,-0.97,-0.021,1,0,7Networks_RH_SomMot_10,SomMot,1
241,rA_P13,0,-0.53,0.155,-3.416,0.001,-0.834,-0.226,1,0,7Networks_RH_SomMot_11,SomMot,0.254
242,rA_P13,0,-0.687,0.099,-6.943,0,-0.882,-0.493,1,0,7Networks_RH_SomMot_12,SomMot,0
243,rA_P13,0,-0.729,0.544,-1.341,0.18,-1.796,0.337,1,0,7Networks_RH_SomMot_13,SomMot,1
244,rA_P13,0,-0.63,0.256,-2.464,0.014,-1.131,-0.129,1,0,7Networks_RH_SomMot_14,SomMot,1
245,rA_P13,0,-0.73,0.141,-5.161,0,-1.007,-0.453,1,0,7Networks_RH_SomMot_15,SomMot,0
246,rA_P13,0,-0.094,0.247,-0.381,0.703,-0.579,0.39,1,0,7Networks_RH_SomMot_16,SomMot,1
247,rA_P13,0,-0.425,0.23,-1.852,0.064,-0.875,0.025,1,0,7Networks_RH_SomMot_17,SomMot,1
248,rA_P13,0,0.161,0.309,0.522,0.601,-0.444,0.766,1,0,7Networks_RH_SomMot_18,SomMot,1
249,rA_P13,0,-0.247,0.242,-1.02,0.308,-0.721,0.227,1,0,7Networks_RH_SomMot_19,SomMot,1
250,rA_P13,0,-0.187,0.248,-0.751,0.453,-0.673,0.3,1,0,7Networks_RH_SomMot_20,SomMot,1
251,rA_P13,0,-0.383,0.237,-1.618,0.106,-0.848,0.081,1,0,7Networks_RH_SomMot_21,SomMot,1
252,rA_P13,0,-0.688,0.102,-6.769,0,-0.887,-0.489,1,0,7Networks_RH_SomMot_22,SomMot,0
253,rA_P13,0,-0.509,0.201,-2.534,0.011,-0.903,-0.115,1,0,7Networks_RH_SomMot_23,SomMot,1
254,rA_P13,0,-0.056,0.225,-0.247,0.805,-0.496,0.385,1,0,7Networks_RH_SomMot_24,SomMot,1
255,rA_P13,0,-0.318,0.242,-1.312,0.189,-0.793,0.157,1,0,7Networks_RH_SomMot_25,SomMot,1
256,rA_P13,0,-0.117,0.232,-0.503,0.615,-0.572,0.338,1,0,7Networks_RH_SomMot_26,SomMot,1
257,rA_P13,0,-0.643,0.103,-6.232,0,-0.846,-0.441,1,0,7Networks_RH_SomMot_27,SomMot,0
258,rA_P13,0,-0.653,0.102,-6.38,0,-0.853,-0.452,1,0,7Networks_RH_SomMot_28,SomMot,0
259,rA_P13,0,-0.118,0.218,-0.542,0.587,-0.545,0.309,0.954,0.029,7Networks_RH_SomMot_29,SomMot,1
260,rA_P13,0,0.23,0.204,1.13,0.259,-0.169,0.63,1,0,7Networks_RH_SomMot_30,SomMot,1
261,rA_P13,0,-0.092,0.281,-0.33,0.742,-0.642,0.457,1,0,7Networks_RH_SomMot_31,SomMot,1
262,rA_P13,0,0.57,0.603,0.946,0.344,-0.611,1.751,1,0,7Networks_RH_SomMot_32,SomMot,1
263,rA_P13,0,-0.318,0.165,-1.934,0.053,-0.641,0.004,1,0,7Networks_RH_SomMot_33,SomMot,1
264,rA_P13,0,0.212,0.242,0.879,0.379,-0.261,0.686,1,0,7Networks_RH_SomMot_34,SomMot,1
265,rA_P13,0,-0.373,0.168,-2.221,0.026,-0.702,-0.044,1,0,7Networks_RH_SomMot_35,SomMot,1
266,rA_P13,0,-0.196,0.151,-1.298,0.194,-0.492,0.1,0.932,0.042,7Networks_RH_SomMot_36,SomMot,1
267,rA_P13,0,-0.079,0.233,-0.34,0.734,-0.537,0.378,1,0,7Networks_RH_SomMot_37,SomMot,1
268,rA_P13,0,0.358,0.19,1.888,0.059,-0.014,0.729,1,0,7Networks_RH_SomMot_38,SomMot,1
269,rA_P13,0,0.1,0.184,0.543,0.587,-0.26,0.46,1,0,7Networks_RH_SomMot_39,SomMot,1
270,rA_P13,0,0.404,0.285,1.419,0.156,-0.154,0.962,1,0,7Networks_RH_SomMot_40,SomMot,1
271,rA_P13,0,0.294,0.13,2.257,0.024,0.039,0.549,1,0,7Networks_RH_DorsAttn_Post_1,DorsAttn,1
272,rA_P13,0,0.231,0.165,1.399,0.162,-0.093,0.555,1,0,7Networks_RH_DorsAttn_Post_2,DorsAttn,1
273,rA_P13,0,0.182,0.148,1.231,0.218,-0.108,0.471,1,0,7Networks_RH_DorsAttn_Post_3,DorsAttn,1
274,rA_P13,0,0.256,0.162,1.58,0.114,-0.062,0.574,1,0,7Networks_RH_DorsAttn_Post_4,DorsAttn,1
275,rA_P13,0,0.588,0.141,4.17,0,0.311,0.864,0.972,0.038,7Networks_RH_DorsAttn_Post_5,DorsAttn,0.012
276,rA_P13,0,-0.052,0.214,-0.244,0.807,-0.472,0.367,1,0,7Networks_RH_DorsAttn_Post_6,DorsAttn,1
277,rA_P13,0,0.414,0.158,2.625,0.009,0.105,0.723,1,0,7Networks_RH_DorsAttn_Post_7,DorsAttn,1
278,rA_P13,0,0.258,0.158,1.627,0.104,-0.053,0.568,1,0,7Networks_RH_DorsAttn_Post_8,DorsAttn,1
279,rA_P13,0,-0.033,0.379,-0.086,0.931,-0.775,0.71,1,0,7Networks_RH_DorsAttn_Post_9,DorsAttn,1
280,rA_P13,0,0.456,0.167,2.726,0.006,0.128,0.784,1,0,7Networks_RH_DorsAttn_Post_10,DorsAttn,1
281,rA_P13,0,0.007,0.238,0.028,0.978,-0.46,0.473,1,0,7Networks_RH_DorsAttn_Post_11,DorsAttn,1
282,rA_P13,0,0.348,0.177,1.965,0.049,0.001,0.695,0.986,0.024,7Networks_RH_DorsAttn_Post_12,DorsAttn,1
283,rA_P13,0,-0.552,0.15,-3.677,0,-0.846,-0.258,1,0,7Networks_RH_DorsAttn_Post_13,DorsAttn,0.095
284,rA_P13,0,-0.578,0.152,-3.796,0,-0.876,-0.279,1,0,7Networks_RH_DorsAttn_Post_14,DorsAttn,0.059
285,rA_P13,0,0.62,0.122,5.097,0,0.382,0.859,1,0,7Networks_RH_DorsAttn_Post_15,DorsAttn,0
286,rA_P13,0,-0.479,0.141,-3.406,0.001,-0.755,-0.203,1,0,7Networks_RH_DorsAttn_Post_16,DorsAttn,0.264
287,rA_P13,0,0.517,0.29,1.787,0.074,-0.05,1.085,1,0,7Networks_RH_DorsAttn_Post_17,DorsAttn,1
288,rA_P13,0,0.347,0.161,2.153,0.031,0.031,0.662,1,0,7Networks_RH_DorsAttn_Post_18,DorsAttn,1
289,rA_P13,0,0.255,0.233,1.097,0.273,-0.201,0.711,1,0,7Networks_RH_DorsAttn_Post_19,DorsAttn,1
290,rA_P13,0,-0.482,0.308,-1.562,0.118,-1.086,0.123,1,0,7Networks_RH_DorsAttn_FEF_1,DorsAttn,1
291,rA_P13,0,-0.15,0.404,-0.371,0.71,-0.941,0.641,1,0,7Networks_RH_DorsAttn_FEF_2,DorsAttn,1
292,rA_P13,0,-0.335,0.36,-0.931,0.352,-1.04,0.37,1,0,7Networks_RH_DorsAttn_FEF_3,DorsAttn,1
293,rA_P13,0,-0.711,0.176,-4.03,0,-1.057,-0.365,0.968,0.042,7Networks_RH_DorsAttn_PrCv_1,DorsAttn,0.022
294,rA_P13,0,0.301,0.093,3.235,0.001,0.119,0.483,1,0,7Networks_RH_SalVentAttn_TempOccPar_1,SalVentAttn,0.486
295,rA_P13,0,-0.225,0.153,-1.475,0.14,-0.525,0.074,1,0,7Networks_RH_SalVentAttn_TempOccPar_2,SalVentAttn,1
296,rA_P13,0,0.181,0.173,1.048,0.295,-0.157,0.519,1,0,7Networks_RH_SalVentAttn_TempOccPar_3,SalVentAttn,1
297,rA_P13,0,-0.3,0.16,-1.875,0.061,-0.614,0.014,1,0,7Networks_RH_SalVentAttn_TempOccPar_4,SalVentAttn,1
298,rA_P13,0,0.022,0.152,0.144,0.886,-0.276,0.32,1,0,7Networks_RH_SalVentAttn_TempOccPar_5,SalVentAttn,1
299,rA_P13,0,-0.127,0.141,-0.905,0.366,-0.403,0.149,1,0,7Networks_RH_SalVentAttn_TempOccPar_6,SalVentAttn,1
300,rA_P13,0,0.183,0.153,1.19,0.234,-0.118,0.483,1,0,7Networks_RH_SalVentAttn_TempOccPar_7,SalVentAttn,1
301,rA_P13,0,-0.788,0.084,-9.362,0,-0.953,-0.623,0.974,0.048,7Networks_RH_SalVentAttn_PrC_1,SalVentAttn,0
302,rA_P13,0,0.47,1.086,0.432,0.665,-1.659,2.598,0.972,0.024,7Networks_RH_SalVentAttn_FrOperIns_1,SalVentAttn,1
303,rA_P13,0,-0.51,0.212,-2.411,0.016,-0.925,-0.095,1,0,7Networks_RH_SalVentAttn_FrOperIns_2,SalVentAttn,1
304,rA_P13,0,-0.408,0.303,-1.344,0.179,-1.002,0.187,1,0,7Networks_RH_SalVentAttn_FrOperIns_3,SalVentAttn,1
305,rA_P13,0,-0.075,0.289,-0.259,0.795,-0.641,0.491,1,0,7Networks_RH_SalVentAttn_FrOperIns_4,SalVentAttn,1
306,rA_P13,0,-0.48,0.203,-2.359,0.018,-0.878,-0.081,1,0,7Networks_RH_SalVentAttn_FrOperIns_5,SalVentAttn,1
307,rA_P13,0,-0.522,0.145,-3.6,0,-0.806,-0.238,1,0,7Networks_RH_SalVentAttn_FrOperIns_6,SalVentAttn,0.127
308,rA_P13,0,-0.595,0.136,-4.367,0,-0.862,-0.328,1,0,7Networks_RH_SalVentAttn_FrOperIns_7,SalVentAttn,0.005
309,rA_P13,0,-0.151,0.152,-0.994,0.32,-0.449,0.147,1,0,7Networks_RH_SalVentAttn_FrOperIns_8,SalVentAttn,1
310,rA_P13,0,-0.33,0.191,-1.732,0.083,-0.704,0.043,1,0,7Networks_RH_SalVentAttn_PFCl_1,SalVentAttn,1
311,rA_P13,0,-0.241,0.2,-1.209,0.227,-0.633,0.15,1,0,7Networks_RH_SalVentAttn_Med_1,SalVentAttn,1
312,rA_P13,0,-0.016,0.212,-0.073,0.942,-0.432,0.401,1,0,7Networks_RH_SalVentAttn_Med_2,SalVentAttn,1
313,rA_P13,0,0.013,0.157,0.084,0.933,-0.295,0.322,1,0,7Networks_RH_SalVentAttn_Med_3,SalVentAttn,1
314,rA_P13,0,-0.291,0.222,-1.311,0.19,-0.726,0.144,1,0,7Networks_RH_SalVentAttn_Med_4,SalVentAttn,1
315,rA_P13,0,-0.349,0.132,-2.645,0.008,-0.607,-0.09,1,0,7Networks_RH_SalVentAttn_Med_5,SalVentAttn,1
316,rA_P13,0,-0.353,0.164,-2.158,0.031,-0.674,-0.032,1,0,7Networks_RH_SalVentAttn_Med_6,SalVentAttn,1
317,rA_P13,0,-0.096,0.197,-0.489,0.625,-0.482,0.289,1,0,7Networks_RH_SalVentAttn_Med_7,SalVentAttn,1
318,rA_P13,0,-0.293,0.134,-2.178,0.029,-0.556,-0.029,0.997,0.01,7Networks_RH_SalVentAttn_Med_8,SalVentAttn,1
319,rA_P13,0,-0.376,0.338,-1.114,0.265,-1.039,0.286,1,0,7Networks_RH_Limbic_OFC_1,Limbic,1
320,rA_P13,0,-0.231,0.316,-0.731,0.465,-0.85,0.388,1,0,7Networks_RH_Limbic_OFC_2,Limbic,1
321,rA_P13,0,0.119,0.306,0.388,0.698,-0.481,0.719,1,0,7Networks_RH_Limbic_OFC_3,Limbic,1
322,rA_P13,0,-0.258,0.175,-1.479,0.139,-0.6,0.084,1,0,7Networks_RH_Limbic_OFC_4,Limbic,1
323,rA_P13,0,-0.774,0.389,-1.99,0.047,-1.537,-0.012,1,0,7Networks_RH_Limbic_OFC_5,Limbic,1
324,rA_P13,0,-0.264,0.244,-1.083,0.279,-0.743,0.214,0.986,0.022,7Networks_RH_Limbic_OFC_6,Limbic,1
325,rA_P13,0,-0.656,0.146,-4.507,0,-0.941,-0.371,1,0,7Networks_RH_Limbic_TempPole_1,Limbic,0.003
326,rA_P13,0,0.185,0.177,1.049,0.294,-0.161,0.531,1,0,7Networks_RH_Limbic_TempPole_2,Limbic,1
327,rA_P13,0,0.388,0.235,1.647,0.1,-0.074,0.849,1,0,7Networks_RH_Limbic_TempPole_3,Limbic,1
328,rA_P13,0,0.079,0.228,0.345,0.73,-0.367,0.524,1,0,7Networks_RH_Limbic_TempPole_4,Limbic,1
329,rA_P13,0,-0.408,0.23,-1.773,0.076,-0.86,0.043,1,0,7Networks_RH_Limbic_TempPole_5,Limbic,1
330,rA_P13,0,-0.336,0.189,-1.775,0.076,-0.708,0.035,1,0,7Networks_RH_Limbic_TempPole_6,Limbic,1
331,rA_P13,0,0.478,0.242,1.975,0.048,0.004,0.952,1,0,7Networks_RH_Limbic_TempPole_7,Limbic,1
332,rA_P13,0,-0.11,0.192,-0.575,0.566,-0.487,0.266,1,0,7Networks_RH_Cont_Par_1,Cont,1
333,rA_P13,0,0.03,0.146,0.204,0.838,-0.257,0.317,1,0,7Networks_RH_Cont_Par_2,Cont,1
334,rA_P13,0,0.279,0.175,1.588,0.112,-0.065,0.622,1,0,7Networks_RH_Cont_Par_3,Cont,1
335,rA_P13,0,0.362,0.178,2.031,0.042,0.013,0.712,1,0,7Networks_RH_Cont_Par_4,Cont,1
336,rA_P13,0,0.028,0.213,0.13,0.897,-0.389,0.444,1,0,7Networks_RH_Cont_Par_5,Cont,1
337,rA_P13,0,-0.048,0.207,-0.233,0.816,-0.454,0.358,1,0,7Networks_RH_Cont_Par_6,Cont,1
338,rA_P13,0,-0.341,0.155,-2.199,0.028,-0.644,-0.037,1,0,7Networks_RH_Cont_Temp_1,Cont,1
339,rA_P13,0,0.108,0.158,0.687,0.492,-0.201,0.418,1,0,7Networks_RH_Cont_Temp_2,Cont,1
340,rA_P13,0,-0.099,0.202,-0.489,0.625,-0.494,0.297,1,0,7Networks_RH_Cont_PFCv_1,Cont,1
341,rA_P13,0,0.199,0.165,1.207,0.228,-0.124,0.522,1,0,7Networks_RH_Cont_PFCl_1,Cont,1
342,rA_P13,0,-0.089,0.358,-0.247,0.805,-0.791,0.614,1,0,7Networks_RH_Cont_PFCl_2,Cont,1
343,rA_P13,0,-0.22,0.175,-1.261,0.207,-0.563,0.122,1,0,7Networks_RH_Cont_PFCl_3,Cont,1
344,rA_P13,0,-0.572,0.194,-2.95,0.003,-0.952,-0.192,1,0,7Networks_RH_Cont_PFCl_4,Cont,1
345,rA_P13,0,-0.314,0.193,-1.623,0.105,-0.692,0.065,1,0,7Networks_RH_Cont_PFCl_5,Cont,1
346,rA_P13,0,-0.455,0.214,-2.129,0.033,-0.874,-0.036,1,0,7Networks_RH_Cont_PFCl_6,Cont,1
347,rA_P13,0,-0.522,0.174,-2.996,0.003,-0.863,-0.18,1,0,7Networks_RH_Cont_PFCl_7,Cont,1
348,rA_P13,0,-0.669,0.203,-3.291,0.001,-1.067,-0.271,0.982,0.027,7Networks_RH_Cont_PFCl_8,Cont,0.399
349,rA_P13,0,-0.394,0.227,-1.739,0.082,-0.839,0.05,1,0,7Networks_RH_Cont_PFCl_9,Cont,1
350,rA_P13,0,-0.579,0.183,-3.171,0.002,-0.937,-0.221,1,0,7Networks_RH_Cont_PFCl_10,Cont,0.607
351,rA_P13,0,-0.106,0.142,-0.747,0.455,-0.384,0.172,1,0,7Networks_RH_Cont_PFCl_11,Cont,1
352,rA_P13,0,-0.097,0.222,-0.437,0.662,-0.532,0.338,1,0,7Networks_RH_Cont_PFCl_12,Cont,1
353,rA_P13,0,-0.248,0.246,-1.01,0.313,-0.729,0.233,1,0,7Networks_RH_Cont_PFCl_13,Cont,1
354,rA_P13,0,-0.16,0.194,-0.822,0.411,-0.54,0.221,1,0,7Networks_RH_Cont_PFCl_14,Cont,1
355,rA_P13,0,-0.231,0.192,-1.204,0.229,-0.606,0.145,1,0,7Networks_RH_Cont_PFCl_15,Cont,1
356,rA_P13,0,-0.003,0.154,-0.018,0.986,-0.305,0.299,1,0,7Networks_RH_Cont_pCun_1,Cont,1
357,rA_P13,0,0.336,0.146,2.307,0.021,0.051,0.622,1,0,7Networks_RH_Cont_pCun_2,Cont,1
358,rA_P13,0,0.078,0.15,0.521,0.602,-0.217,0.373,1,0,7Networks_RH_Cont_Cing_1,Cont,1
359,rA_P13,0,0.081,0.22,0.368,0.713,-0.35,0.512,1,0,7Networks_RH_Cont_Cing_2,Cont,1
360,rA_P13,0,-0.129,0.282,-0.458,0.647,-0.682,0.424,1,0,7Networks_RH_Cont_PFCmp_1,Cont,1
361,rA_P13,0,-0.191,0.258,-0.74,0.459,-0.698,0.315,1,0,7Networks_RH_Cont_PFCmp_2,Cont,1
362,rA_P13,0,0.546,0.119,4.573,0,0.312,0.78,1,0,7Networks_RH_Default_Par_1,Default,0.002
363,rA_P13,0,0.826,0.061,13.607,0,0.707,0.945,1,0,7Networks_RH_Default_Par_2,Default,0
364,rA_P13,0,-0.365,0.249,-1.464,0.143,-0.854,0.124,1,0,7Networks_RH_Default_Par_3,Default,1
365,rA_P13,0,0.374,0.198,1.89,0.059,-0.014,0.761,1,0,7Networks_RH_Default_Par_4,Default,1
366,rA_P13,0,0.027,0.197,0.138,0.89,-0.359,0.414,1,0,7Networks_RH_Default_Par_5,Default,1
367,rA_P13,0,0.693,0.141,4.907,0,0.416,0.969,1,0,7Networks_RH_Default_Temp_1,Default,0
368,rA_P13,0,0.012,0.246,0.05,0.96,-0.47,0.495,1,0,7Networks_RH_Default_Temp_2,Default,1
369,rA_P13,0,-0.519,0.124,-4.198,0,-0.761,-0.276,0.98,0.026,7Networks_RH_Default_Temp_3,Default,0.011
370,rA_P13,0,0.757,0.119,6.38,0,0.525,0.99,1,0,7Networks_RH_Default_Temp_4,Default,0
371,rA_P13,0,0.175,0.159,1.098,0.272,-0.137,0.487,1,0,7Networks_RH_Default_Temp_5,Default,1
372,rA_P13,0,0.272,0.14,1.948,0.051,-0.002,0.546,1,0,7Networks_RH_Default_Temp_6,Default,1
373,rA_P13,0,0.291,0.147,1.979,0.048,0.003,0.579,1,0,7Networks_RH_Default_Temp_7,Default,1
374,rA_P13,0,-0.056,0.151,-0.372,0.71,-0.352,0.24,1,0,7Networks_RH_Default_Temp_8,Default,1
375,rA_P13,0,0.663,0.272,2.438,0.015,0.13,1.196,1,0,7Networks_RH_Default_PFCv_1,Default,1
376,rA_P13,0,-0.383,0.166,-2.307,0.021,-0.708,-0.058,1,0,7Networks_RH_Default_PFCv_2,Default,1
377,rA_P13,0,0.208,0.192,1.079,0.281,-0.169,0.585,1,0,7Networks_RH_Default_PFCv_3,Default,1
378,rA_P13,0,0.149,0.235,0.635,0.526,-0.311,0.609,1,0,7Networks_RH_Default_PFCv_4,Default,1
379,rA_P13,0,-0.602,0.124,-4.838,0,-0.846,-0.358,1,0,7Networks_RH_Default_PFCdPFCm_1,Default,0.001
380,rA_P13,0,-0.2,0.218,-0.916,0.36,-0.627,0.228,1,0,7Networks_RH_Default_PFCdPFCm_2,Default,1
381,rA_P13,0,-0.166,0.252,-0.659,0.51,-0.659,0.328,1,0,7Networks_RH_Default_PFCdPFCm_3,Default,1
382,rA_P13,0,-0.408,0.268,-1.522,0.128,-0.933,0.118,1,0,7Networks_RH_Default_PFCdPFCm_4,Default,1
383,rA_P13,0,0.298,0.324,0.918,0.359,-0.338,0.933,0.951,0.034,7Networks_RH_Default_PFCdPFCm_5,Default,1
384,rA_P13,0,-0.739,0.207,-3.561,0,-1.145,-0.332,1,0,7Networks_RH_Default_PFCdPFCm_6,Default,0.148
385,rA_P13,0,-0.289,0.16,-1.806,0.071,-0.603,0.025,1,0,7Networks_RH_Default_PFCdPFCm_7,Default,1
386,rA_P13,0,-0.052,0.167,-0.311,0.756,-0.379,0.275,1,0,7Networks_RH_Default_PFCdPFCm_8,Default,1
387,rA_P13,0,-0.088,0.161,-0.546,0.585,-0.404,0.228,1,0,7Networks_RH_Default_PFCdPFCm_9,Default,1
388,rA_P13,0,-0.206,0.2,-1.031,0.303,-0.598,0.186,1,0,7Networks_RH_Default_PFCdPFCm_10,Default,1
389,rA_P13,0,-0.127,0.175,-0.726,0.468,-0.469,0.216,1,0,7Networks_RH_Default_PFCdPFCm_11,Default,1
390,rA_P13,0,-0.03,0.22,-0.136,0.892,-0.461,0.402,1,0,7Networks_RH_Default_PFCdPFCm_12,Default,1
391,rA_P13,0,-0.381,0.251,-1.517,0.129,-0.873,0.111,1,0,7Networks_RH_Default_PFCdPFCm_13,Default,1
392,rA_P13,0,0.62,0.097,6.396,0,0.43,0.81,1,0,7Networks_RH_Default_pCunPCC_1,Default,0
393,rA_P13,0,0.085,0.2,0.426,0.67,-0.306,0.476,1,0,7Networks_RH_Default_pCunPCC_2,Default,1
394,rA_P13,0,0.515,0.117,4.421,0,0.287,0.744,0.978,0.034,7Networks_RH_Default_pCunPCC_3,Default,0.004
395,rA_P13,0,-0.175,0.196,-0.892,0.372,-0.559,0.209,1,0,7Networks_RH_Default_pCunPCC_4,Default,1
396,rA_P13,0,-0.15,0.235,-0.639,0.523,-0.611,0.31,1,0,7Networks_RH_Default_pCunPCC_5,Default,1
397,rA_P13,0,-0.307,0.214,-1.433,0.152,-0.726,0.113,1,0,7Networks_RH_Default_pCunPCC_6,Default,1
398,rA_P13,0,0.143,0.177,0.807,0.42,-0.205,0.491,1,0,7Networks_RH_Default_pCunPCC_7,Default,1
399,rA_P13,0,0.107,0.153,0.699,0.484,-0.192,0.406,1,0,7Networks_RH_Default_pCunPCC_8,Default,1
400,rA_P13,0,0.009,0.157,0.057,0.955,-0.299,0.317,1,0,7Networks_RH_Default_pCunPCC_9,Default,1
